ಎಲಿಜಬೆತ್	Elizabeth
ವ್ಯಾಯಾಮಶಾಲೆಗಳು	Vyaayaama shalegalu
(ಅಂದರೆ.,	(andare,
ಜಿಮ್ನಾಸ್ಟಿಕ್ಸ್	gymnastic
ಸ್ಥಾನಗಳಲ್ಲಿ)	sthanagalalli)
ರಲ್ಲಿ	ralli
ಜರ್ಮನಿಯ	German na
ಜರ್ಮನ್	German
ಶಿಕ್ಷಕ	shikshaka
ಪ್ರೋತ್ಸಾಹಿಸಿದರು	protsahisidaru
ಇದು	idu
ತುರ್ನ್ಪ್ಲೇತ್ಜ್ ,	tunbertz,
ಜಿಮ್ನಾಸ್ಟಿಕ್ಸ್	gymnastic
ಹೊರಾಂಗಣ	horaangana
ಜಾಗವನ್ನು,	jaagavannu,
ಒಂದು	ondu
ಸಹಜವಾದ	sahajavaada
ಎಂದು	endu
ಫ್ರೆಡ್ರಿಕ್	Fredrick
ಜಾನ್	John
ಮತ್ತು	mattu
ಟರ್ನರ್ಸ್ ,	Turners,
ಹತ್ತೊಂಬತ್ತನೇ	hattonbattane
ಶತಮಾನದ	shatamaanada
ರಾಜಕೀಯ	raajakeeya
ಮತ್ತು	mattu
ಜಿಮ್ನಾಸ್ಟಿಕ್	gymnastic
ಚಳುವಳಿ.	chaluvali.
</s>	</s>
ಮಹಾಭಾರತದ	Mahaabhaaratada
ಆದಿಪರ್ವದಲ್ಲಿ	aadiparvadalli
ಈ	ee
ಕತೆ	kate
ಬಹು	bahu
ವಿಸ್ತಾರವಾಗಿ	vistaaravaagi
ಬಂದಿದೆ.	bandide.
</s>	</s>
ವಿಧವೆಯಾಗಿದ್ದಾರೆಂದರೆ	Vidhaveyaagiddaarendare
ಮಡಿ	madi
ಮಾಡಿ,	maadi,
ಜಪಸರ	japasara
ಹಿಡಿದು	hididu
ಕೂರುವಂತಹ	kooruvantaha
ಕಾಲಘಟ್ಟದಲ್ಲಿ,	kaalaghattadalli,
ಸಂಪ್ರದಾಯವಾದಿ	sanpradaayavaadi
ಮನೆಯಲ್ಲಿದ್ದೂ	maneyalliddoo
ಕಾಲೇಜಿಗೆ	collegege
ಹೋಗುವುದಷ್ಟೇ	hoguvudashte
ಅಲ್ಲದೇ	allade
ಹೊಸ	hosa
ಜೀವನ	jeevana
ಕಟ್ಟಿಗೊಳ್ಳುವ	kattigolluva
ಸಲುವಾಗಿ	saluvaagi
ವಿಧವಾ	vidhavaa
ವಿವಾಹವಾಗುವ	vivaahavaaguva
ಕ್ರಾಂತಿಕಾರಿ	kraantikaari
ಪಾತ್ರವನ್ನು	paatravannu
ಸಶಕ್ತವಾಗಿ	sashaktavaagi
ನಿರ್ವಹಿಸಿದ್ದರು.	nirvahisiddaru.
</s>	</s>
ಅವಳು	Avalu
ಅಮಿಯೊ	amiyo
ಬಚ್ಚೊ	bachcho
ಎಂಬ	enba
ಹೇಳಿಕೆಯೊಂದಿಗೆ,	helikeyondige,
"ಪತಿಯ	"patiya
ಮನೆಗೆ	manege
ಹಿಂದಿರುಗುವುದಿಲ್ಲ,	hindiruguvudilla,
ಎಂದು	endu
ಸಾರುತ್ತಾಳೆ.	saaruttaale.
ನಾನು	Naanu
ಬದುಕುತ್ತೇನೆ	badukuttene
ಮತ್ತು	mattu
ಇಲ್ಲಿಯೇ	illiye
ಬದುಕುತ್ತೇನೆ..."	badukuttene..."
</s>	</s>
ಕ್ವಾಟಿ೯ಕ್	Kvaartik
ಮತ್ತು	mattu
ಕ್ವಿನಟಿಕ್	kvinatik
ಸಂಖ್ಯೆ	sankye
ಜಾಗ	jaaga
ಡಿಸ್ಕ್ರಿಮಿನೆಂಟ್	discriminant
ಅಸಂಪಾತ	asanpaata
ಸಾಂದ್ರತೆಯ	saandrateya
ನಿರ್ಧಾರ.	nirdhaara.
</s>	</s>
ಕಾರ್ಖಾನೆಗಳಲ್ಲಿ	Kaarkaanegalalli
ಬಾಲಕಾರ್ಮಿಕರು	baalakaarmikaru
ಮತ್ತು	mattu
ಮಹಿಳಾ	mahilaa
ಕಾರ್ಮಿಕರಿಗೆ	kaarmikarige
ಅಪಘಾತಗಳು	apaghaatagalaaguvudu
ಸಾಮಾನ್ಯ	saamaanya
ಸಂಗತಿಯಾಗಿತ್ತು.	sangatiyaagittu.
</s>	</s>
ಎರಡು	Eradu
ತಿಂಗಳ	tingala
ನಂತರ	nantara
ವಿಟ್	Vit
ತಿರುಗಿ	tirugi
ಬಂದನು,	bandanu,
ಶೇನ್	Shen
ನ	na
ವಿರುದ್ಧ	viruddha
ಹಗೆ	hage
ತೀರಿಕೊಳ್ಳುವ	teerisikolluva
ಉದ್ದೇಶದಿಂದ	uddeshadinda
ಸಹಜವಾಗಿ	sahajavaagi
ಕಂಡುಬಂದನು.	kandubandanu.
</s>	</s>
ಅವರು	Avaru
ಪ್ರೇಕ್ಷಕರ	prekshakara
ಮೆಚ್ಚುಗೆಯನ್ನು	mechchugeyannu
ಸಾಕಷ್ಟು	saakashtu
ಗೌರವಾನ್ವಿತ	gauravaanvita
ಎಂದು	endu
ಭಾವಿಸಿದ್ದರು.	bhaavisiddaru.
</s>	</s>
ಬ್ರಿಟಿಷರಿಂದ	Britisharinda
ಬಂಧನಕ್ಕೊಳಗಾಗಿ	bandhanakkolagaagi
ಸೆರೆಮನೆವಾಸಿಯಾಗಿದ್ದ	seremanevaasiyaagidda
ಫ್ರೆಂಚ್	French
ನಾಯಕ	naayaka
ನೆಪೋಲಿಯನ್	Napoleon
ಬೋನಪಾರ್ಟೆಯ	Bonaparte
ಜೊತೆ	jote
ಟಿಪ್ಪುವಿಗೆ	Tippuvige
ಪತ್ರ	patra
ವ್ಯವಹಾರ	vyavahaara
ಇತ್ತು.	ittu.
</s>	</s>
ತುದಿ	Tudi
ಮೊನಚಾಗಿದೆ.	monachaagide.
</s>	</s>
೧೭೨೫ರಲ್ಲಿ	1725ralli
ಈ	ee
ಸ್ಥಳದ	sthalada
ಕುರಿತು	kuritu
ಮೊದಲು	modalu
ಹೇಳಲಾಗಿದ್ದು,	helalaagiddu,
ಹಾನರೇಬಲ್	honorable
ಆರ್ಟಿಲರಿ	Artillery
ಕಂಪನಿಯು	kanpaniyu
ಮೇ	may
೭ರಂದು	7randu
ಇದನ್ನು	idannu
ಕ್ರಿಕೆಟ್	cricket
ಆಡುವುದಕ್ಕೆ	aaduvudakke
ಉಪಯೋಗಿಸಲಾಗುತ್ತಿತ್ತು	upayogisalaaguttittu
ಎಂದು	endu
ಉಲ್ಲೇಖಿಸಿದೆ.	ullekiside.
</s>	</s>
ಅಪ್ಪರ್	Appar
ಕೃಷ್ಣಾ	Krishna
ವಿವಿದೋದ್ದೇಶ	vividoddesha
ಯೋಜನೆಯಲ್ಲಿ	yojaneyalli
ಮುಖ್ಯವಾಗಿ	mukyavaagi
ಎರಡು	eradu
ಅಣೆಕಟ್ಟುಗಳು	anekattugalu
ಘಟಪ್ರಭಾ	ghataprabhaa
ನದಿ,	nadi,
ಕೃಷ್ಣಾ	Krishna
ನದಿಗಳು	nadigala
ಸಂಗಮದ	sangamada
ಹತ್ತಿರ	hattira
ಕಟ್ಟಲಾಗಿದೆ.	kattalaagide.
</s>	</s>
ಪಂದ್ಯಾವಳಿಯ	Pandyaavaliya
ಅಂತಿಮ	antima
ಆಟವನ್ನು	aatavannu
ನೆದರ್ಲೆಂಡ್	Netherland
ನ	na
ವಿರುದ್ಧ	viruddha
ಆಡಲಾಯಿತು.	aadalaayitu.
</s>	</s>
“ರಾಜಾ	“Raajaa
ಪ್ರತ್ಯಕ್ಷ	pratyaksha
ದೇವತಾ”	devataa''
ಎಂಬುದನ್ನು	enbudannu
ಸಾದರ	saadara
ಪಡಿಸುವ	padisuva
ರೀತಿಯಲ್ಲಿ,	reetiyalli,
ರಾಜರಿಗೆ	raajarige
ಶುಭವನ್ನು	shubhavannu
ಹಾರೈಸಿ	haaraisi
ಪ್ರತಿವರ್ಷ	prativarsha
ವರ್ಧಂತಿಯಲ್ಲಿ	vardhamtiyalli
ಅಪರೂಪ	aparoopa
ರಾಗಗಳಾದ	raagagalaada
ಪ್ರಭಾಪ್ರಿಯ,	prabhaapriya,
ಸುನಾದ	sunaada
ವಿನೋಧಿನಿ,	vinodhini,
ಭುವನ	bhuvana
ಗಾಂಧಾರಿ,	Gandhaari,
ಕುಲಭೂಷಣಿ,	kulabhooshani,
ಶಾರದಾ	shaaradaa
ಪ್ರಿಯ,	priya,
ಬುಧಮನೋಹರಿ	budhamanohari
ಮುಂತಾದ	muntaada
ರಾಗಗಳಲ್ಲಿ	raagagalalli
ಕನ್ನಡ	kannada
ಸಾಹಿತ್ಯದೊಂದಿಗೆ	saahityadondige
ಕೃತಿರಚನೆ	krutirachane
ಮಾಡಿ	maadi
ಅವುಗಳನ್ನು	avugalannu
ಅರಮನೆ	aramane
ಬ್ಯಾಂಡ್‌ನಲ್ಲಿ	bandnalli
ಸಾದರಪಡಿಸಿ	saadarapadisi
ಮಹಾರಾಜರ	mahaaraajara
ಪ್ರಶಂಸೆಗೆ	prashansege
ಪಾತ್ರರಾದರು.	paatraraadaru.
</s>	</s>
ಅವರು	Avaru
ಅದನ್ನು	adannu
ಮಾರಾಟ	maaraata
ಮಾಡಲು	maadalu
ಒಪ್ಪಿದಾಗ	oppidaaga
ಆತನಿಂದ	aataninda
ಪಡೆಯಲು	padeyalu
ನಿರ್ಧರಿಸಿದರು.	nirdharisidaru.
</s>	</s>
ಈ	Ee
ಲೋಹವನ್ನು	lohavannu
ಕರಗಿಸಿ	karagisi
ಇದಕ್ಕೆ	idakke
ಬೇರೆ	bere
ಮೂಲಧಾತುಗಳನ್ನು	mooladhaatugalannu
ನಿರ್ದಿಷ್ಟ	nirdishta
ಪ್ರಮಾಣದಲ್ಲಿ	pramaanadalli
ಸೇರಿಸುತ್ತಾರೆ.	serisuttaare.
</s>	</s>
ಅಮೆಜಾನ್	Amazon
ನದಿಯ	nadiya
ಅತಿ	ati
ದೂರದ	doorada
ಉಗಮಸ್ಥಾನ	ugamasthaana
ಶಾಂತಸಾಗರದ	shaantasaagarada
ಸಮೀಪವೇ	sameepave
ಇರುವ	iruva
ಆಂಡೆಸ್	aandes
ಪರ್ವತಶ್ರೇಣಿ.	parvatashreni.
</s>	</s>
680ರ	680ra
ಸಂದರ್ಭದಲ್ಲಿ	sandarbhadalli
ಸೇಂಟ್	Saint
ಕತ್ಬರ್ಟ್	Cuthbert
ಆತನ	aatana
ಧಾರ್ಮಿಕ	dhaarmika
ನಂಬಿಕೆಗಳಿಗೆ	nanbikegalige
ಅನುಸಾರವಾಗಿ	anusaaravaagi
ಫಾರ್ನ್	Pharn
ದ್ವೀಪದಲ್ಲಿ	dveepadalli
ವನ್ಯಜೀವಿಗಳ	vanyajeevigala
ಅಭಯಾರಣ್ಯವೊಂದನ್ನು	abhayaaranyavondannu
ನಿರ್ಮಿಸಿದ.	nirmisida.
</s>	</s>
ಸಿಬಿಎಸ್	CBS
ನಿವ್ಸ್	news
ಇದರಲ್ಲಿನ	idarallina
ಹುಸಿ	husi
ವಿಷಯದ	vishayada
ಬಗ್ಗೆ	bagge
ಒಪ್ಪಿಕೊಂಡಿತು.	oppikonditu.
</s>	</s>
ಉತ್ಪಾದನೆ	Utpaadane
ಮತ್ತು	mattu
ತಂತ್ರಜ್ಞಾನದ	tantrajnaanada
ಬಗ್ಗೆ	bagge
ನಿಯತಕಾಲಿಕೆಗಳ	niyatakaalikegala
ಪ್ರಕಟಣೆಗಳು	prakatanegalu
೧೮ನೇ	18ne
ಶತಮಾನದ	shatamaanada
ಕೊನೆಯ	koneya
ದಶಕದಲ್ಲಿ	dashakadalli
ಕಾಣಿಸಲು	kaanisalu
ಆರಂಭಿಸಿತು.	aaranbhisitu.
</s>	</s>
ಸ್ಪರ್ಮ್‌ಗಳು	Spermgalu
ದೊಡ್ಡದಾಗಿರುತ್ತವೆ	doddadaagiruttave
(ಸುಮಾರು	(sumaaru
250-300	250-300
ಮೈಕ್ರೊಮೀಟರ್‌ಗಳು)	micrometergalu)
ಮತ್ತು	mattu
ಸ್ವಲ್ಪ	svalpa
ಹೆಚ್ಚು	hechchu
ದೊಡ್ಡದಾಗಿರುವ	doddadaagiruva
ಸೈಕಡ್‌ಗಳ	saikadgalu
ಸ್ಪರ್ಮ್‌ಗಳಂತೆಯೇ	spermgalanteye
ಇರುತ್ತವೆ.	iruttave.
</s>	</s>
ಶೀರ್ಷಿಕೆಯ	Sheershikeya
ಲೇಖನ.	lekhana.
</s>	</s>
ಸುನ್ನಿ	Sunni
ಇಸ್ಲಾಂ	Islam
ಮತ್ತು	mattu
ಶಿಯಾ	Shiya
ಇಸ್ಲಾಂರವ	Islam
ಮುಖ್ಯ	mukya
ವ್ಯತ್ಯಾಸಗಳು	vyatyaasagalu
ಹುಟ್ತಿಕೊಂಡದ್ದು	huttikondaddu
ಭಿನ್ನಾಭಿಪ್ರಾಯಗಳಿಂದ	bhinnaabhipraayagalinda
ಮುಹಮ್ಮದ್ರವರನ್ನು	muhammadravarannu
ಉತ್ತರಾಧಿಕಾರಿಯಾಗಿ	uttaraadhikaariyaagi
ಆಯ್ಕೆಮಾಡಿದ್ದರಿಂದ.	aaykemaadiddarinda.
</s>	</s>
ಈ	Ee
ಸಾಮಾನ್ಯ	saamaanya
ಪರಿಸ್ಥಿತಿಗೆ,	paristhitige,
ಸರಾಸರಿ	saraasari
ವೆಚ್ಚ	vechcha
ಹಾಗು	haagu
ಕನಿಷ್ಠ	kanishtha
ವೆಚ್ಚವು	vechchavu
ಸಮನಾಗಿರುವ	samanaagiruva
ಹಂತದಲ್ಲಿ	hantadalli
ಕನಿಷ್ಠ	kanishtha
ಸರಾಸರಿ	saraasari
ವೆಚ್ಚವು	vechchavu
ಉಂಟಾಗುತ್ತದೆ.	untaaguttade.
</s>	</s>
ಯಾವುದೇ	Yaavude
ಸಂಘಟನೆಯ	sanghataneya
ಪಾತ್ರದ	paatrada
ಬಗ್ಗೆ	bagge
ಅದರಲ್ಲಿ	adaralli
ಉಲ್ಲೇಖಿಸಿಲ್ಲ.	ullekisilla.
</s>	</s>
ಬ್ಯಾಂಕ್	Bank
ಆಫ್	of
ಜಪಾನ್	Japan
೧೮೭೭ರಲ್ಲಿ	1877ralli
ಸ್ಥಾಪಿತವಾಗಿ,	sthaapitavaagi,
ಮಾದರಿ	maadari
ಉಕ್ಕು	ukku
ಮತ್ತು	mattu
ವಸ್ತ್ರೋದ್ಯಮ	vastrodyama
ಕಾರ್ಖಾನೆಗಳಿಗೆ	kaarkaanegalige
ಆರ್ಥಿಕ	aarthika
ನೆರವು	neravu
ನೀಡಲು	needalu
ತೆರಿಗೆಗಳನ್ನು	terigegalannu
ಬಳಸಿಕೊಂಡಿತು.	balasikonditu.
</s>	</s>
ಲಾರ್ಡ್‌,	Lord,
ಕೇರ್ನ್ಸ್‌.	Kerns.
1984.	1984.
ಇಂಟ್ರಡಕ್ಷನ್	Introduction
ಟು	to
ದಿ	the
ಪಾಲಿಟಿಕ್ಸ್‌	politics
,	,
ಬೈ	by
ಅರಿಸ್ಟಾಟಲ್‌.	aristotle.
ಚಿಕಾಗೊ:	Chicago:
ಚಿಕಾಗೊ	Chicago
ಯುನಿವರ್ಸಿಟಿ	university
ಪ್ರೆಸ್	press
</s>	</s>
ಸಾಂಪ್ರದಾಯಕವಾಗಿ,	Saanpradaayakavaagi,
ವಿಭಿನ್ನ	vibhinna
ಪಾಕವಿಧಾನಗಳು	paakavidhaanagalu
ಅಣಬೆಗಳು,	anabegalu,
ಸಿಂಪಿಗಳು,	simpigalu,
ಮಸಲ್‍ಗಳು,	masalgalu,
ಅಕ್ರೋಡುಗಳಿಂದ	akrodugalinda
ತಯಾರಿಸಿದ	tayaarisida
ಕೆಚಪ್ಅನ್ನು	ketchupannu
ಒಳಗೊಂಡಿದ್ದವು,	olagondiddavu,
ಆದರೆ	aadare
ಆಧುನಿಕ	aadhunika
ಕಾಲದಲ್ಲಿ	kaaladalli
ಮಾರ್ಪಾಡಿಲ್ಲದೆ	maarpaadillade
ಕೆಚಪ್	ketchup
ಪದವು	padavu
ಸಾಮಾನ್ಯವಾಗಿ	saamaanyavaagi
ಟೊಮೇಟೊ	tomato
ಕೆಚಪ್ಅನ್ನು	ketchupannu
ನಿರ್ದೇಶಿಸುತ್ತದೆ.	nirdeshisuttade.
</s>	</s>
ಹಳೆಯ	Haleya
ದಿನಗಳಲ್ಲಿ,	dinagalalli,
ತೆಸುವಿನ	tesuvina
ಹೂವುಗಳನ್ನು	hoovugalannu
ಹೊಲಿಯ	holiya
ಹಬ್ಬಕ್ಕಾಗಿ	habbakkaagi
ಬಣ್ಣವನ್ನು	bannavannu
ತಯಾರಿಸಲು	tayaarisalu
ಬಳಸಲಾಗುತ್ತಿತ್ತು.	balasalaaguttittu.
</s>	</s>
ಅವು	Avu
'ಉಡಿಪಿ	'udupi
ಹೋಟೆಲ್'	hotel'
ಬರುವ	baruva
ಮೊದಲೇ	modale
ಈ	ee
ಶತಮಾನದ	shatamaanada
ಪ್ರಾರಂಭದಲ್ಲಿ	praaranbhadalli
ಇದ್ದವು.	iddavu.
</s>	</s>
ಅಣೆಕಟ್ಟೆಯಲ್ಲಿ	Anekatteyalli
ಸಂಗ್ರಹವಾಗುವ	sangrahavaaguva
ನೀರಿನ	neerina
ಹಂಚಿಕೆ	hanchike
ಬಗ್ಗೆ	bagge
ಆಂಧ್ರ ,	Andhra,
ಕರ್ನಾಟಕ,	Karnataka,
ಮಹಾರಾಷ್ಟ್ರಗಳನಡುವೆ	Maharashtragala naduve
ವಿವಾದ	vivaada
ಬಗೆಹರಿಸಲು	bageharisalu
ಸುಪ್ರೀಮ್	supreme
ಕೋಟಿ೯ಗೆ	courtge
ಈ	ee
ಮೂರೂ	mooroo
ರಾಜ್ಯಗಳು	raajyagalu
ಅರ್ಜಿ	arji
ಸಲ್ಲಿಸಿದ್ದವು.	sallisiddavu.
</s>	</s>
ಪರಿಣಾಮವಾಗಿ	Parinaamavaagi
ಈತನ	eetana
ಕಲಾಪ್ರೌಢಿಮೆ	kalaapraudhime
ಹೆಚ್ಚಿತು.	hechchitu.
</s>	</s>
ಸೊಪ್ಪು,	Soppu,
ಆಹಾರವೂ	aahaaravoo
ಹೌದು	haudu
ಹಾಗೂ	haagoo
ಔಷಧಿಯಾಗಿಯೂ	aushadhiyaagiyoo
ವರ್ತಿಸುತ್ತದೆ.	vartisuttade.
</s>	</s>
ಹೃತ್ಕುಕ್ಷಿಯ	Hrutkukshiya
ವಿಕಾಸ	vikaasa
(ರಿಲ್ಯಾಕ್ಸೇಷನ್)	(relaxation)
ಪ್ರಾರಂಭವಾದಾಗ	praaranbhavaadaaga
ಕವಾಟದ	kavaatada
ದಳಗಳಲ್ಲಿ	dalagalalli
ರಕ್ತತುಂಬಿ	raktatunbi
ಅವು	avu
ಹಿಂದಕ್ಕೆ	hindakke
ಬಿದ್ದು	biddu
ಅಪಧಮನಿಯನ್ನು	apadhamaniyannu
ಅಡ್ಡಕಟ್ಟಿ	addakatti
ರಕ್ತ	rakta
ಪುನಃ	punah
ಹೃತ್ಕುಕ್ಷಿಯೊಳಗೆ	hrutkukshiyolage
ಹೋಗದಂತೆ	hogadante
ತಡೆಯುತ್ತವೆ.	tadeyuttave.
</s>	</s>
ಅವರು	Avaru
ಅದಾದಬಳಿಕ	adaadabalika
ಬ್ಯಾಂಕಿಂಗ್,	banking,
ಉತ್ಪಾದನೆ	utpaadane
ಮತ್ತು	mattu
ಶಿಕ್ಷಣದಲ್ಲಿ	shikshanadalli
ಸಕ್ರಿಯರಾದರು.	sakriyaraadaru.
</s>	</s>
ಎಸ್‌ಐಎಮ್ಎಫ್‌ಐಆರ್‌ಇ	SIMFIRE
ಎನ್ನುವ	ennuva
ಸಂಕೇತ	sanketa
ಹೆಸರನ್ನು	hesarannu
ಹೊಂದಿದ	hondida
ಇಂಟೆರೊಪೆರಾಬಿಲಿಟಿ	interoperability
ಪರಿಕ್ಷಾ	parikshaa
ಸಾಧನವನ್ನು	saadhanavannu
ಡೆಸ್ಕ್‌ಟಾಪ್‌	desktop
ಮತ್ತು	mattu
ಮೊಬೈಲ್	mobile
ಆರ್ಕಿಟೆಕ್ಚರ್	architecture
ಫಾರ್	for
ಸಿಸ್ಟಮ್	system
ಹಾರ್ಡ್‌ವೇರ್‌(ಡಿಎಎಸ್‌ಹೆಚ್‌)ನ	hardware(DASH)na
ತೆರೆದ	tereda
ವಿನ್ಯಾಸಕ್ಕಾಗಿ	vinyaasakkaagi
ತಯಾರಿಸಿತು.	tayaarisitu.
</s>	</s>
ವೇದನೆಯ	Vedaneya
ಬಗ್ಗೆ	bagge
ದೃಷ್ಟಿಕೋನಗಳು	drushtikonagalu
ವೇದನೆಪಡುವವನು	vedanepaduvavanu
ಅಥವಾ	athavaa
ಇತರರಲ್ಲಿ,	itararalli,
ಅದು	adu
ಎಷ್ಟು	eshtu
ತಪ್ಪಿಸಬಹುದಾದ್ದು	tappisabahudaaddu
ಅಥವಾ	athavaa
ತಪ್ಪಿಸಲಾರದ್ದು,	tappisalaaraddu,
ಉಪಯುಕ್ತ	upayukta
ಅಥವಾ	athavaa
ನಿರುಪಯೋಗಿ,	nirupayogi,
ಅರ್ಹ	arha
ಅಥವಾ	athavaa
ಅರ್ಹವಲ್ಲದ್ದು	arhavalladdu
ಎಂದು	endu
ಪರಿಗಣಿಸಲಾದ	pariganisalaada
ಪ್ರಕಾರ	prakaara
ವ್ಯಾಪಕವಾಗಿ	vyaapakavaagi
ಬದಲಾಗುತ್ತವೆ.	badalaaguttave.
</s>	</s>
ಇದು	Idu
ಆರಂಭದಲ್ಲಿ	aaranbhadalli
1857	1857
ರಲ್ಲಿ	ralli
ಈಸ್ಟ್	east
ಭಾರತ	bharata
ಕಂಪನಿ	company
ಬಂಗಾಳ	Bangla
ಸೇನೆಯಲ್ಲಿ	seneyalli
ಪರಿಚಯಿಸಲಾಯಿತು.	parichayisalaayitu.
</s>	</s>
ಶ್ರೀ	Shree
ಅವರು	avaru
‘ಪ್ರಬಂಧವೆನ್ನುವುದು	`prabandhavennuvudu
ಮಂದಶೃತಿಯ	mandashrutiya
ಭಾವಗೀತೆ’	bhaavageete'
ಎಂದು	endu
ತಿಳಿದಿದ್ದರು.	tilididdaru.
</s>	</s>
ಅತಿ	Ati
ಉತ್ತಮ	uttama
ಮಾರಾಟವಾಗುವ	maaraatavaaguva
ಪುಸ್ತಕಗಳಲ್ಲಿ	pustakagalalli
ಇವರ	ivara
ಪುಸ್ತಕಗಳು	pustakagalu
ನಾಲ್ಕನೇ	naalkane
ಸ್ಥಾನವನ್ನು	sthaanavannu
ಪಡೆದಿದೆ.	padedide.
</s>	</s>
ಅಮೃತಂಗಮಯ	Amrutangamaya
ಚಿತ್ರವು	chitravu
ಕಾಲೇಜಿನಲ್ಲಿ	collegenalli
ರ‌್ಯಾಗಿಂಗ್‌ನಲ್ಲಿ	ragingnalli
ತಿಳಿಯದೆ	tiliyade
ಸಾಯಿಸಿದ	saayisida
ಹುಡುಗನ	hudugana
ಮನೆ	mane
ಮಂದಿಗೆ	mandige
ಸಹಾಯವಾಗುವ	sahaayavaaguva
ವ್ಯಕ್ತಿಯ	vyaktiya
ಕಥೆಯನ್ನು	katheyannu
ಒಳಗೊಂಡಿದೆ.	olagondide.
</s>	</s>
ಆದರೆ	Adare
೧೮ನೇ	18ne
ಶತಮಾನದ	satamanada
ಪೂರ್ವಾರ್ಧದಲ್ಲಿನ	purvardhadallina
ಚಿತ್ರಗಳು	citragalu
ವಿಕೆಟ್	viket
ಚಿಕ್ಕದಾಗಿದ್ದು,	cikkadagiddu,
ಮತ್ತು	mattu
ಅಗಲವಾಗಿರುವುದನ್ನು	agalavagiruvudannu
ತೋರಿಸುತ್ತವೆ.	torisuttave.
</s>	</s>
ದೇವರುಗಳಲ್ಲಿ	Devarugalalli
ಗೌರವ	gaurava
ತೋರದಿದ್ದುದಕ್ಕಾಗಿ	toradiddudakkagi
ದೀಕ್ಷಾಗುರುವಾದ	deekshaguruvada
ಯುರಿಮೆಡಾನ್	yurimedan
ಅರಿಸ್ಟಾಟಲ್‌ನನ್ನು	Aristotlenannu
ಬಹಿರಂಗವಾಗಿ	bahirangavagi
ಉಗ್ರವಾಗಿ	ugravagi
ಟೀಕಿಸಿದ.	teekisida.
</s>	</s>
ಜರ್ಮನಿಯ	Germany ya
ಜೋಹಾನ್	John
ಪೀಟರ್	Peter
ಫ್ರಾಂಕ್	Prank
ಆರೋಗ್ಯ	arogya
ಸಮಸ್ಯೆಗಳನ್ನು	samasyegalannu
ಅಂತಾರಾಷ್ಟ್ರೀಯ	antarashtriya
ಮಟ್ಟದಲ್ಲಿ	mattadalli
ಸುಧಾರಿಸಲೂ	sudharisalu
ಅದರ	adara
ಆಡಳಿತಕ್ಕೆ	adalitakke
ರಾಷ್ಟ್ರೀಯ	rashtriya
ಮಟ್ಟದ	mattada
ಆರೋಗ್ಯ	arogya
ಇಲಾಖೆಗಳಿರ ಬೇಕೆಂತಲೂ	ilakegalirabekendu
ಮೊಟ್ಟ	motta
ಮೊದಲು	modalu
ಪ್ರತಿಪಾದಿಸಿದ.	pratipadisida.
</s>	</s>
ಎಪಿಗ್ರಾಫಿಯ	Epigraphy
ಕರ್ನಾಟಿಕ	Karnataka
ಗ್ರಂಥದಲ್ಲಿ	granthadalli
BN30	BN30
ಸಂಖ್ಯೆಯಡಿ	sankyeyadi
ದಾಖಲಾಗಿರುವ	dakalagiruva
ವಿವರಗಳು	vivaragalu
ಹೀಗಿವೆ:	heegive:
</s>	</s>
೧೭ ರ	17ra
ಹರೆಯದ	hareyada
’ಶೃತಿ	'Shruti
ಕೋಟ್ಯಾನ್’,	Kotyan',
ಸದ್ಯಕ್ಕೆ	sadyakke
ಮುಂಬಯಿ	Mumbai
ನಗರದ	nagarada
ಮಾಟುಂಗಾದಲ್ಲಿರುವ	Matunga dalliruva
’ರಾಮ್	'Ram
ನಾರಾಯನ್	Narayan
ರುಯ	Ruya
ಕಾಲೇಜ್,’	College,'
ನಲ್ಲಿ,	nalli,
ಎಚ್.	H.
</s>	</s>
ಇನ್ನು	Innu
ಮುಂದೆಯಾದರೂ	mundeyadaru
ಇಂಥ	intha
ಅನಾಹುತವನ್ನು	anahutavannu
ತಪ್ಪಿಸಬೇಕೆಂದು	tappisabekendu
ಇವು	ivu
ನಿರ್ಧರಿಸಿ	nirdharisi
ಇದಕ್ಕಾಗಿ	idakkagi
ಒಕ್ಕೂಟಗಳನ್ನೂ	okkutagalannu
ಸಂಘಗಳನ್ನೂ	sangagalannu
ರಚಿಸಿಕೊಳ್ಳಲಾರಂಭಿಸಿದವು.	rachisikollalaranbisidavu.
</s>	</s>
ರಾಷ್ಟ್ರೀಯ	Rashtriya
ಅರ್ಹತಾ	arhata
ಮತ್ತು	mattu
ಪ್ರವೇಶ	pravesa
ಪರೀಕ್ಷೆ	pareekshe
ಅಥವಾ	athava
ನೀಟ್	nit
ಸರ್ಕಾರಿ	sarkari
ಅಥವಾ	athava
ಖಾಸಗಿ	khasagi
ವೈದ್ಯಕೀಯ	vaidyakiya
ಕಾಲೇಜ್‍ಗಳಲ್ಲಿ	collegegalalli
ಯಾವುದೇ	yavude
ಪದವಿ	padavi
ವೈದ್ಯಕೀಯ	vaidyakiya
ಕೋರ್ಸ್	course
(ಎಮ್‍ಬಿಬಿಎಸ್/	(MBBS/
ದಂತವೈದ್ಯಕೀಯ	Damtavaidyakiya
ಕೋರ್ಸ್	course
-	-
ಬಿಡಿಎಸ್)	BDS)
ಅಥವಾ	athava
ಸ್ನಾತಕೋತ್ತರ	snatakottara
ಕೋರ್ಸ್	course
