Kannada-Word,Part-of-Speech
ಅವಕಾಶಗಳನ್ನು,N__NN
ಸೃಷ್ಟಿಸಲು,V__VM__VF
ಆಗುತ್ತದೆ,V__VAUX
.,RD__PUNC
ಪ್ರವಾಸ,JJ
ಉದ್ಯಮಕ್ಕೆ,N__NN
ಸಮುದ್ರದಲ್ಲಿ,N__NN
ದೋಣಿ,JJ
ಸಾರಿಗೆಯನ್ನು,N__NN
ಉತ್ತೇಜಿಸುವುದು,V__VM__VF
.,RD__PUNC
ತಮಿಳುನಾಡು,N__NNP
ವಿದ್ಯುಚ್ಛಕ್ತಿ,N__NNP
ಮಂಡಳಿಯ,N__NNP
ಶಾಖೋತ್ಪನ್ನ,JJ
ವಿದ್ಯುತ್,N__NN
ಸ್ಥಾವರಗಳಿಗೆ,N__NN
ಅಗತ್ಯ,N__NN
ಇರುವ,V__VM__VNG
ಕಲ್ಲಿದ್ದಲನ್ನು,N__NN
ಮೂಲದಿಂದ,N__NN
ತರುವ,V__VM__VNG
ಕಾರ್ಯವನ್ನು,N__NN
ನಿರ್ವಹಿಸುವುದು,V__VM__VF
.,RD__PUNC
ಸರ್ಕಾರಿ,JJ
ರಸ್ತೆಗಳ,N__NN
ವಿಧಗಳು,N__NN
.,RD__PUNC
ರಾಷ್ಟ್ರೀಯ,JJ
ಹೆದ್ದಾರಿಗಳು,N__NN
:,RD__PUNC
ಕೇಂದ್ರ,JJ
ಸರ್ಕಾರವು,N__NN
ಬಹುತೇಕ,JJ
ರಾಷ್ಟ್ರೀಯ,JJ
ಹೆದ್ದಾರಿಗಳನ್ನು,N__NN
ಭಾರತದ,N__NNP
ವಿವಿಧ,JJ
ರಾಜ್ಯಗಳ,N__NN
ರಾಜಧಾನಿಗಳು,N__NN
",",RD__PUNC
ಪ್ರಮುಖ,JJ
ಬಂದರುಗಳು,N__NN
",",RD__PUNC
ದೊಡ್ಡ,RP__INTF
ಕೈಗಾರಿಕಾ,JJ
ಪ್ರದೇಶಗಳು,N__NN
ಮತ್ತು,CC__CCD
ಪ್ರವಾಸಿ,JJ
ಕೇಂದ್ರಗಳನ್ನು,N__NN
ಸಂಪರ್ಕಿಸುವ,V__VM__VNG
ಅತ್ಯಂತ,RP__INTF
ಹೆಚ್ಚಿನ,JJ
ಜನ,N__NN
ನಿಬಿಡ,JJ
ರಸ್ತೆಗಳು,N__NN
ಎಂದು,CC__CCS
ಘೋಷಿಸಿದೆ,V__VM__VF
.,RD__PUNC
2006ರಲ್ಲಿ,N__NN
ತಮಿಳುನಾಡಿನಲ್ಲಿ,N__NNP
ಅಸ್ತಿತ್ವದಲ್ಲಿ,N__NN
ಇದ್ದ,V__VM__VNG
4254,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ರಾಷ್ಟ್ರೀಯ,JJ
ಹೆದ್ದಾರಿಗಳ,N__NN
ಉದ್ದವನ್ನು,N__NN
ಈಗ,N__NST
4873,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಗೆ,PSP
ಹೆಚ್ಚಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಅದರಲ್ಲಿ,DM__DMD
1613,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಾಷ್ಟ್ರೀಯ,JJ
ಹೆದ್ದಾರಿಗಳಿಗೆ,N__NN
",",RD__PUNC
ಇಲಾಖೆಯು,N__NN
ಕೇಂದ್ರ,JJ
ಸರ್ಕಾರದ,N__NN
ಹೆದ್ದಾರಿಗಳ,N__NN
ಸಚಿವಾಲಯದ,N__NN
ನಿಧಿಯಿಂದ,N__NN
ಅಭಿವೃದ್ಧಿ,N__NN
",",RD__PUNC
ನಿರ್ವಹಣೆ,N__NNV
ಮತ್ತು,CC__CCD
ನವೀಕರಣ,N__NN
ಕಾರ್ಯಗಳನ್ನು,N__NN
ಕೈಗೊಳ್ಳುತ್ತದೆ,V__VM__VF
.,RD__PUNC
ಉಳಿದ,V__VM__VNG
"3,260",QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉಬ್ಬುಗಳನ್ನು,N__NN
ಹೊಂದಿ,V__VM__VNF
ಇರುವ,V__VAUX
ಉದ್ದ,JJ
ರಸ್ತೆಗಳನ್ನು,N__NN
ಎರಡು,QT__QTC
-,RD__SYM
ಪಥಗಳ,N__NN
(,RD__SYM
10,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
",",RD__PUNC
ನಾಲ್ಕು,QT__QTC
-,RD__SYM
ಪಥಗಳ,N__NN
ಮತ್ತು,CC__CCD
ಆರು,QT__QTC
-,RD__SYM
ಪಥಗಳ,N__NN
ಮಾರ್ಗಗಳು,N__NN
ಆಗಿ,RP__RPD
ವಿಸ್ತರಿಸಲು,V__VM__VINF
ಮತ್ತು,CC__CCD
ನವೀಕರಿಸಲು,V__VM__VINF
ಭಾರತದ,N__NNP
ರಾಷ್ಟ್ರೀಯ,N__NNP
ಹೆದ್ದಾರಿ,N__NNP
ಪ್ರಾಧಿಕಾರ,N__NNP
(,RD__SYM
NHAI,N__NNP
),RD__SYM
ನೇರವಾಗಿ,RB
ತೊಡಗಿಸಿ,V__VM__VF
ಕೊಂಡಿದೆ,V__VAUX
.,RD__PUNC
ರಾಜ್ಯ,JJ
ಹೆದ್ದಾರಿಗಳು,N__NN
(,RD__SYM
State,RD__RDF
Highways,RD__RDF
),RD__SYM
:,RD__PUNC
ರಾಷ್ಟ್ರೀಯ,JJ
ಹೆದ್ದಾರಿಗಳ,N__NN
ಪಕ್ಕದಲ್ಲಿ,N__NST
ವಾಹನಗಳ,N__NN
ದಟ್ಟಣೆಯು,N__NNV
ಹೆಚ್ಚು,RB
ಇರುವ,V__VM__VNG
ರಸ್ತೆಗಳನ್ನು,N__NN
ರಾಜ್ಯ,JJ
ಹೆದ್ದಾರಿಗಳು,N__NN
ಎಂದು,CC__CCS
ಸರ್ಕಾರ,N__NN
ಘೋಷಿಸಿದೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ರಸ್ತೆಗಳು,N__NN
ಜಿಲ್ಲಾ,JJ
ಕೇಂದ್ರದ,N__NN
",",RD__PUNC
ಪ್ರಮುಖ,JJ
ನಗರಗಳು,N__NN
",",RD__PUNC
ರಾಜ್ಯದ,N__NN
ಒಳಗಿನ,N__NST
ರಾಷ್ಟ್ರೀಯ,JJ
ಹೆದ್ದಾರಿಗಳು,N__NN
ಮತ್ತು,CC__CCD
ನೆರೆ,JJ
ರಾಜ್ಯಗಳನ್ನು,N__NN
ಸಂಪರ್ಕಿಸುತ್ತವೆ,V__VM__VF
.,RD__PUNC
2006ರಲ್ಲಿ,N__NN
ತಮಿಳುನಾಡಿನಲ್ಲಿ,N__NNP
6849,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಾಜ್ಯ,JJ
ಹೆದ್ದಾರಿಗಳು,N__NN
ಇದ್ದು,V__VM__VNG
",",RD__PUNC
ಈ,DM__DMD
ಸರ್ಕಾರವು,N__NN
ಅಧಿಕಾರ,N__NN
ವಹಿಸಿ,V__VM__VNF
ಕೊಂಡ,V__VAUX
ನಂತರ,RP__RPD
ನಾಲ್ಕು,QT__QTC
ವರ್ಷಗಳಲ್ಲಿ,N__NN
ವಿವಿಧ,JJ
ರೀತಿಯ,N__NN
ರಸ್ತೆಗಳನ್ನು,N__NN
ರಾಜ್ಯ,JJ
ಹೆದ್ದಾರಿಗಳು,N__NN
ಆಗಿ,RP__RPD
ಮೇಲು,JJ
ದರ್ಜೆಗೆ,N__NN
ಏರಿಸಿದೆ,V__VM__VF
ಅಲ್ಲದೆ,CC__CCS
ಪ್ರಸ್ತುತ,JJ
ಅಂತಹ,DM__DMD
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದವು,N__NN
9384,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಗೆ,PSP
ಹೆಚ್ಚಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಎಲ್ಲಾ,JJ
ರಾಜ್ಯ,JJ
ಹೆದ್ದಾರಿಗಳನ್ನು,N__NN
ಕನಿಷ್ಠ,JJ
ಎರಡು,QT__QTC
ಪಥಗಳಿಗೆ,N__NN
(,RD__SYM
7,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
ವಿಸ್ತರಿಸಬೇಕು,V__VM__VF
ಎಂಬ,CC__CCS
ಸರ್ಕಾರದ,N__NN
ನೀತಿಯಂತೆ,N__NN
ಅರಣ್ಯ,JJ
ಪ್ರದೇಶಗಳಲ್ಲಿ,N__NN
ಹೆದ್ದಾರಿ,JJ
ಇಲಾಖೆ,N__NN
ಸ್ಥಳದ,N__NN
ಕೊರತೆಯಿಂದ,N__NNV
32,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಏಕಮುಖ,JJ
ಮಾರ್ಗಗಳ,N__NN
ಹೊರತು,RP__NEG
",",RD__PUNC
ಉಳಿದ,JJ
ಭಾಗವನ್ನು,N__NN
ಈ,DM__DMD
ಕೆಳಗಿನಂತೆ,N__NST
ರೂಪಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ದ್ವಿ,JJ
ಪಥದ,N__NN
ಮೇಲಿನ,N__NST
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
(,RD__SYM
7,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
677,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ದ್ವಿ,QT__QTC
ಪಥದ,N__NN
(,RD__SYM
7,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
ಉದ್ದ,N__NN
-,RD__SYM
7261,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ಮಧ್ಯಂತರ,JJ
(,RD__SYM
5.50,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
-,RD__SYM
1414,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ಇದರ,DM__DMD
ಪ್ರಕಾರ,PSP
2006ರಲ್ಲಿ,N__NN
ಶೇ.,N__NN
62,QT__QTC
ರಷ್ಟು,PSP
ಇದ್ದ,V__VM__VNG
ದ್ವಿ,QT__QTC
ಪಥ,N__NN
ಮತ್ತು,CC__CCD
ಬಹು,JJ
ಪಥ,N__NN
ರಸ್ತೆಗಳು,N__NN
",",RD__PUNC
ಈ,DM__DMD
ಸರ್ಕಾರದ,N__NN
ಸಂಘಟಿತ,JJ
ಪ್ರಯತ್ನದಿಂದ,N__NN
ಈಗ,N__NST
ಶೇ,N__NN
85,QT__QTC
ಕ್ಕೆ,PSP
ಏರಿಕೆ,N__NNV
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ಉಳಿದ,V__VM__VNG
ಕಿರು,JJ
ರಸ್ತೆಗಳನ್ನೂ,N__NN
ಕ್ರಮೇಣವಾಗಿ,RB
ದ್ವಿ,QT__QTC
ಪಥಗಳ,N__NN
ರಸ್ತೆಗಳನ್ನು,N__NN
ಆಗಿ,RP__RPD
ವಿಸ್ತರಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಪ್ರಮುಖ,JJ
ಜಿಲ್ಲಾ,JJ
ರಸ್ತೆಗಳು,N__NN
(,RD__SYM
Major,RD__RDF
District,RD__RDF
Roads,RD__RDF
),RD__SYM
:,RD__PUNC
ರಾಜ್ಯ,JJ
ಹೆದ್ದಾರಿಗಳ,N__NN
ಪಕ್ಕದಲ್ಲಿ,N__NST
ವಾಹನಗಳ,N__NN
ದಟ್ಟಣೆಯು,N__NNV
ಹೆಚ್ಚು,RB
ಇರುವ,V__VM__VNG
ರಸ್ತೆಗಳನ್ನು,N__NN
ಜಿಲ್ಲೆಯ,N__NN
ಪ್ರಮುಖ,JJ
ರಸ್ತೆಗಳು,N__NN
ಎಂದು,CC__CCS
ರಾಜ್ಯ,JJ
ಸರ್ಕಾರ,N__NN
ಘೋಷಿಸಿದೆ,V__VM__VF
.,RD__PUNC
ಜಿಲ್ಲೆಯಲ್ಲಿ,N__NN
ಉತ್ಪಾದನಾ,JJ
ಮತ್ತು,CC__CCD
ಮಾರಾಟ,JJ
ಕೇಂದ್ರಗಳನ್ನು,N__NN
ಸಂಪರ್ಕಿಸುವ,V__VM__VNG
ದೃಷ್ಟಿಯಿಂದ,N__NN
",",RD__PUNC
ಜಿಲ್ಲೆಯ,N__NN
ಪ್ರಮುಖ,JJ
ರಸ್ತೆಗಳು,N__NN
ಈ,DM__DMD
ಕೇಂದ್ರಗಳನ್ನು,N__NN
ರಾಷ್ಟ್ರೀಯ,JJ
ಮತ್ತು,CC__CCD
ರಾಜ್ಯ,JJ
ಹೆದ್ದಾರಿಗಳ,N__NN
ಒಂದಿಗೆ,RP__RPD
ಸಂಪರ್ಕಿಸುತ್ತವೆ,V__VM__VF
.,RD__PUNC
2006ರಲ್ಲಿ,N__NN
ತಮಿಳುನಾಡಿನಲ್ಲಿ,N__NNP
7569,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಗಳವರೆಗಿನ,PSP
ಜಿಲ್ಲಾ,JJ
ಪ್ರಮುಖ,JJ
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದವನ್ನು,N__NN
ಈಗ,N__NST
"11,288",QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಗೆ,PSP
ಹೆಚ್ಚಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಇವುಗಳಲ್ಲಿ,DM__DMD
",",RD__PUNC
ಎರಡು,QT__QTC
-,RD__SYM
ಪಥಗಳ,N__NN
ಮೇಲಿನ,N__NST
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
(,RD__SYM
7,QT__QTC
ಮೀ.,RP__CL
ಹೆಚ್ಚು,QT__QTF
ಅಗಲ,N__NN
),RD__SYM
-,RD__SYM
115,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ದ್ವಿ,QT__QTC
ಪಥದ,N__NN
(,RD__SYM
7,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
-,RD__SYM
3109,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ಕಿರು,JJ
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
(,RD__SYM
5.50,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
-,RD__SYM
3894,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ಏಕಮುಖ,JJ
ಮಾರ್ಗ,N__NN
(,RD__SYM
3.75,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
-,RD__SYM
4170,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ಇದರ,DM__DMD
ಪ್ರಕಾರ,PSP
",",RD__PUNC
2006ರಲ್ಲಿ,N__NN
ಶೇಕಡ,N__NN
47,QT__QTC
ರಷ್ಟು,PSP
ಇದ್ದ,V__VM__VNG
ಮಧ್ಯಂತರ,N__NN
/,RD__SYM
ದ್ವಿ,QT__QTC
ಪಥ,N__NN
ರಸ್ತೆಗಳು,N__NN
",",RD__PUNC
ಈ,DM__DMD
ಸರಕಾರದ,N__NN
ಸತತ,JJ
ಪ್ರಯತ್ನದಿಂದ,N__NN
ಈಗ,N__NST
ಶೇ.,N__NN
63ಕ್ಕೆ,QT__QTC
ಕ್ಕೆ,PSP
ಏರಿಕೆ,N__NNV
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ಉಳಿದ,V__VM__VNG
ಏಕ,QT__QTC
ಪಥದ,N__NN
ರಸ್ತೆಗಳನ್ನು,N__NN
ಕ್ರಮೇಣ,RB
ದ್ವಿ,QT__QTC
ಪಥಗಳು,N__NN
ಆಗಿ,RP__RPD
ವಿಸ್ತರಿಸಲು,V__VM__VF
ಆಗುವುದು,V__VAUX
.,RD__PUNC
ಇತರ,JJ
ಜಿಲ್ಲಾ,JJ
ರಸ್ತೆಗಳು,N__NN
(,RD__SYM
Other,RD__RDF
District,RD__RDF
Roads,RD__RDF
),RD__SYM
:,RD__PUNC
2006ರಲ್ಲಿ,N__NN
",",RD__PUNC
ಜಿಲ್ಲೆಯು,N__NN
"42,748",QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದವಾದ,RB
ಕಬ್ಬಿನ,JJ
ರಸ್ತೆಗಳು,N__NN
ಸೇರಿದಂತೆ,V__VM__VNF
ಇತರ,JJ
ರಸ್ತೆಗಳನ್ನು,N__NN
ಹೊಂದಿತ್ತು,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಸರಕಾರ,N__NN
ಹಂತಹಂತವಾಗಿ,RB
ವರ್ಗೀಕರಣವನ್ನು,N__NN
ಮೇಲು,JJ
ದರ್ಜೆಗೆ,N__NN
ಏರಿಸಿದರೆ,V__VM__VNF
ಈಗ,N__NST
"36,096",QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಗೆ,PSP
ಇಳಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಇತರ,N__NN
ಜಿಲ್ಲಾ,JJ
ರಸ್ತೆಗಳು,N__NN
",",RD__PUNC
ಕೃಷಿ,N__NNP
ಉತ್ಪಾದನಾ,N__NNP
ಕೇಂದ್ರಗಳು,N__NNP
",",RD__PUNC
ಮಾರಾಟ,JJ
ಕೇಂದ್ರಗಳನ್ನು,N__NN
ವೃತ್ತಗಳಲ್ಲಿ,N__NN
ಪ್ರಧಾನ,JJ
ಕಛೇರಿ,N__NN
ಮತ್ತು,CC__CCD
ಇತರ,JJ
ಹತ್ತಿರದ,N__NST
ಪ್ರಮುಖ,JJ
ರಸ್ತೆಗಳ,N__NN
ಒಂದಿಗೆ,RP__RPD
ಸಂಪರ್ಕಿಸುತ್ತವೆ,V__VM__VF
.,RD__PUNC
ಇವುಗಳಲ್ಲಿ,DM__DMD
",",RD__PUNC
ದ್ವಿ,QT__QTC
ಪಥದ,N__NN
ರಸ್ತೆಗಳ,N__NN
ಮೇಲಿನ,N__NST
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
(,RD__SYM
7,QT__QTC
ಮೀ.,RP__CL
ಗಿಂತ,PSP
ಹೆಚ್ಚು,JJ
ಅಗಲ,N__NN
),RD__SYM
-,RD__SYM
31,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ದ್ವಿ,QT__QTC
ಪಥ,N__NN
(,RD__SYM
7,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
-,RD__SYM
948,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ಮಧ್ಯಂತರ,JJ
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
(,RD__SYM
5.50,QT__QTC
ಮೀ,RP__CL
ಅಗಲ,N__NN
),RD__SYM
-,RD__SYM
2292,QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ಏಕ,QT__QTC
ಪಥ,N__NN
(,RD__SYM
3.75,QT__QTC
ಮೀ.,RP__CL
ಅಗಲ,N__NN
),RD__SYM
ರಸ್ತೆಗಳ,N__NN
ಉದ್ದ,N__NN
-,RD__SYM
"32,825",QT__QTC
ಕಿ.ಮೀ.,RP__CL
.,RD__PUNC
ರಸ್ತೆಗಳ,N__NN
ವರ್ಗೀಕರಣವನ್ನು,N__NN
ಉನ್ನತ,JJ
ಮಟ್ಟಕ್ಕೆ,N__NN
ಏರಿಸುವುದು,V__VM__VF
:,RD__PUNC
ಹೆದ್ದಾರಿಗಳಲ್ಲಿ,N__NN
ಹೆಚ್ಚುತ್ತ,V__VM__VNF
ಇರುವ,V__VAUX
ದಟ್ಟಣೆಯನ್ನು,N__NNV
ಪರಿಗಣಿಸಿ,V__VM__VNF
",",RD__PUNC
ರಸ್ತೆಗಳ,N__NN
ವರ್ಗೀಕರಣವನ್ನು,N__NN
ಕಾಲಕಾಲಕ್ಕೆ,N__NN
ಬದಲಾಯಿಸಲು,V__VM__VF
ಆಗುತ್ತದೆ,V__VAUX
.,RD__PUNC
ಹೀಗೆ,CC__CCS
ಕಳೆದ,JJ
ನಾಲ್ಕು,QT__QTC
ವರ್ಷಗಳಲ್ಲಿ,N__NN
ಒಟ್ಟು,JJ
"10,240",QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಸ್ತೆಗಳ,N__NN
ವರ್ಗೀಕರಣವನ್ನು,N__NN
ಹೆಚ್ಚಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಇದು,DM__DMD
ರಸ್ತೆಗಳನ್ನು,N__NN
ಸುಧಾರಿಸಲು,V__VM__VINF
ಮತ್ತು,CC__CCD
ನಿರ್ವಹಿಸಲು,V__VM__VINF
ಅವಕಾಶವನ್ನು,N__NN
ಸೃಷ್ಟಿಸಿದೆ,V__VM__VF
.,RD__PUNC
ನಿರ್ವಹಣಾ,JJ
ವ್ಯವಸ್ಥೆ,N__NN
ಮತ್ತು,CC__CCD
ಅಭಿವೃದ್ಧಿ,N__NN
.,RD__PUNC
ಹೆದ್ದಾರಿ,JJ
ಇಲಾಖೆಯ,N__NN
ವಿವಿಧ,JJ
ಘಟಕಗಳು,N__NN
:,RD__PUNC
ಹೆದ್ದಾರಿ,JJ
ಇಲಾಖೆಯ,N__NN
ಆಡಳಿತದ,N__NN
ಮರು,JJ
ರಚನೆ,N__NN
ಕಾರ್ಯಕ್ಷಮತೆಯನ್ನು,N__NN
ಸುಧಾರಿಸುವ,V__VM__VNG
ಉದ್ದೇಶದಿಂದ,N__NN
",",RD__PUNC
ಇಲಾಖೆಗೆ,N__NN
ಹೊಸ,JJ
ನಿರ್ದೇಶಕರ,N__NN
ಹುದ್ದೆಯು,N__NN
ಸೃಷ್ಟಿ,N__NN
ಆಗಬೇಕಾಗಿದೆ,V__VM__VF
.,RD__PUNC
ಇಲಾಖೆಯ,N__NN
ಕಾರ್ಯಗಳನ್ನು,N__NN
ಎಂಟು,QT__QTC
ಘಟಕಗಳ,N__NN
ನಡುವೆ,N__NST
ಕೆಳಗೆ,N__NST
ತಿಳಿಸಿದಂತೆ,V__VM__VNF
ವಿಂಗಡಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಇಲಾಖಾ,JJ
ನಿರ್ದೇಶಕರು,N__NN
:,RD__PUNC
ಇಲಾಖೆಯ,N__NN
ಒಟ್ಟು,JJ
ಯೋಜನೆ,N__NN
ಮತ್ತು,CC__CCD
ಹಣಕಾಸು,JJ
ಹೇಳಿಕೆಗಳ,N__NNV
ತಯಾರಿಕೆ,N__NNV
.,RD__PUNC
ಇಲಾಖೆಯ,N__NN
ಎಲ್ಲಾ,JJ
ಉದ್ಯೋಗಿಗಳಿಗೆ,N__NN
ಸಂಬಂಧಿತ,JJ
ಚಟುವಟಿಕೆಗಳು,N__NN
.,RD__PUNC
ಕಾಲಕಾಲಕ್ಕೆ,N__NN
ಸರ್ಕಾರದಿಂದ,N__NN
ನಿಯೋಜಿಸಲು,V__VM__VINF
ಆದ,V__VAUX
ಇತರ,JJ
ಕಾರ್ಯಗಳು,N__NN
.,RD__PUNC
ಸಂಸ್ಕರಣಾ,N__NN
ಮತ್ತು,CC__CCD
ನಿರ್ವಹಣಾ,JJ
ಘಟಕ,N__NN
:,RD__PUNC
ರಾಜ್ಯ,JJ
ಹೆದ್ದಾರಿಗಳು,N__NN
",",RD__PUNC
ಜಿಲ್ಲಾ,JJ
ಮುಖ್ಯ,JJ
ರಸ್ತೆಗಳು,N__NN
ಮತ್ತು,CC__CCD
ಇತರ,JJ
ಜಿಲ್ಲಾ,JJ
ರಸ್ತೆಗಳು,N__NN
ಹಾಗೂ,CC__CCD
ಸೇತುವೆಗಳ,N__NN
ನಿರ್ವಹಣೆ,N__NNV
.,RD__PUNC
ಸರ್ಕಾರಿ,JJ
ಭಾಗ,N__NN
-,RD__SYM
2,QT__QTC
ಯೋಜನೆಯ,N__NN
ಕಾಮಗಾರಿಗಳ,N__NN
ಅನುಷ್ಠಾನ,N__NN
.,RD__PUNC
ಮಳೆ,N__NN
",",RD__PUNC
ಪ್ರವಾಹ,N__NN
ಮತ್ತು,CC__CCD
ಸುನಾಮಿಯಂತಹ,N__NN
ಪ್ರಾಕೃತಿಕ,JJ
ವಿಕೋಪಗಳಿಂದ,N__NN
ವಿರೂಪಗೊಂಡ,V__VM__VNG
ರಸ್ತೆಗಳ,N__NN
ಸುಧಾರಣಾ,JJ
ಯೋಜನೆ,N__NN
ಕಾಮಗಾರಿಗಳು,N__NN
.,RD__PUNC
ಸಮಗ್ರ,JJ
ರಸ್ತೆ,N__NN
ರಚನೆ,N__NN
ಅಭಿವೃದ್ಧಿ,JJ
ಯೋಜನೆಯ,N__NN
ಅಡಿ,RP__RPD
ರಸ್ತೆಗಳು,N__NN
",",RD__PUNC
ಸೇತುವೆಗಳ,N__NN
ಅಭಿವೃದ್ಧಿ,N__NN
ಮತ್ತು,CC__CCD
ನಿರ್ಮಾಣ,N__NN
.,RD__PUNC
ಹೊರ,N__NST
ವಲಯ,N__NN
ರಸ್ತೆಗಳ,N__NN
ನಿರ್ಮಾಣ,N__NN
.,RD__PUNC
ಸಾರ್ವಜನಿಕ,JJ
-,RD__SYM
ಖಾಸಗಿ,JJ
ಸಹಭಾಗಿತ್ವದ,N__NN
ಮೂಲಕ,RP__RPD
ರಸ್ತೆ,N__NN
ಅಭಿವೃದ್ಧಿ,JJ
ಯೋಜನೆಗಳ,N__NN
ಅನುಷ್ಠಾನ,N__NN
.,RD__PUNC
ಕಬ್ಬಿನ,JJ
ರಸ್ತೆಗಳ,N__NN
ಅಭಿವೃದ್ಧಿ,JJ
ಯೋಜನೆ,N__NN
ಕಾಮಗಾರಿಗಳು,N__NN
.,RD__PUNC
ಕಾಲಕಾಲಕ್ಕೆ,N__NN
ಸರ್ಕಾರದಿಂದ,N__NN
ನಿಯೋಜಿಸಲು,V__VM__VINF
ಆದ,V__VAUX
ಇತರ,JJ
ಕಾರ್ಯಗಳು,N__NN
.,RD__PUNC
ರಾಷ್ಟ್ರೀಯ,JJ
ಹೆದ್ದಾರಿ,N__NN
ಘಟಕ,N__NN
:,RD__PUNC
ಕೇಂದ್ರ,JJ
ಸರ್ಕಾರದ,N__NN
ಅನುದಾನದಲ್ಲಿ,N__NN
ರಾಷ್ಟ್ರೀಯ,JJ
ಹೆದ್ದಾರಿ,N__NN
ಯೋಜನೆಗಳು,N__NN
",",RD__PUNC
ಅವುಗಳ,PR__PRP
ಒಳಗಿನ,RP__RPD
ಸೇತುವೆಗಳು,N__NN
ಮತ್ತು,CC__CCD
ನಿರ್ವಹಣಾ,JJ
ಕಾರ್ಯಗಳು,N__NN
.,RD__PUNC
ನವೀಕರಿಸಿದ,V__VM__VNG
ಕೇಂದ್ರ,JJ
ರಸ್ತೆ,N__NN
ನಿಧಿ,N__NN
ಯೋಜನೆಯ,N__NN
ಕಾರ್ಯಗಳು,N__NN
(,RD__SYM
CRF,RD__RDF
),RD__SYM
.,RD__PUNC
ಆರ್ಥಿಕವಾಗಿ,JJ
